FLX_ANN_MOI,BEN_SEX_COD,AGE_BEN_SNDS,BEN_RES_REG,RAC,FLT_PAI_MNT,FLT_REM_MNT
201906.0,1.0,0.0,11.0,37800521.859999806,101493403.66000435,63692881.7999963
201906.0,2.0,30.0,76.0,10730944.599999899,37867952.43999888,27137007.83999842
201910.0,1.0,40.0,93.0,13077634.569999997,42001668.03999899,28924033.46999834
201904.0,1.0,60.0,52.0,10926423.770000001,50751695.719999805,39825271.949997805
201908.0,2.0,70.0,5.0,3800888.439999974,24594902.649999145,20794014.209999856
201911.0,1.0,30.0,76.0,6662415.259999921,22462502.72999889,15800087.469999865
201901.0,2.0,50.0,11.0,51015622.099998325,138125726.86000758,87110104.7599977
201903.0,1.0,30.0,76.0,7185354.979999867,23536766.8299988,16351411.849999886
201903.0,1.0,50.0,11.0,38715699.43999929,112853640.42000528,74137940.97999687
201910.0,2.0,60.0,44.0,27665809.74999936,89060714.69000377,61394904.939996555
201901.0,2.0,80.0,84.0,24714337.31999998,116413617.96000417,91699280.64000009
201907.0,2.0,80.0,53.0,11867356.600000026,58361281.660001054,46493925.059997305
201904.0,2.0,80.0,28.0,9835922.339999912,47671312.48000039,37835390.13999802
201911.0,1.0,50.0,27.0,7154581.909999898,23980272.529998276,16825690.61999962
201902.0,2.0,70.0,11.0,36366103.72000002,121705079.8400066,85338976.11999476
201911.0,1.0,0.0,76.0,14070914.310000237,39978743.40999827,25907829.099999484
201908.0,1.0,80.0,75.0,10280109.989999974,65945292.050002374,55665182.05999776
201901.0,1.0,80.0,84.0,13692357.830000073,73768370.45000161,60076012.61999881
201902.0,1.0,70.0,27.0,7192761.229999793,34151600.79999754,26958839.569998153
201904.0,1.0,30.0,28.0,3605222.6700000293,12051852.459999524,8446629.790000098
201909.0,2.0,50.0,93.0,19238325.120000087,66493762.090001345,47255436.96999764
201903.0,2.0,0.0,84.0,24983025.319999747,57791008.85999974,32807983.53999905
201907.0,1.0,40.0,75.0,11825010.12999989,35582474.249998264,23757464.119998675
201908.0,2.0,0.0,5.0,3376537.5700000003,9424630.379999885,6048092.810000043
201912.0,1.0,80.0,28.0,5316545.5299999425,29968778.46999807,24652232.939999126
201904.0,1.0,80.0,24.0,4590036.0199999865,25313177.639997907,20723141.619999092
201902.0,2.0,20.0,32.0,7342680.539999806,23286283.839998584,15943603.29999994
201909.0,1.0,60.0,52.0,9201837.49999994,43095196.04999882,33893358.549998045
201911.0,1.0,0.0,93.0,13538112.279999984,38076304.67999878,24538192.399999473
201903.0,2.0,40.0,32.0,17090467.410000015,49611815.99999997,32521348.58999818
201908.0,2.0,40.0,27.0,4883116.579999986,14547390.009999214,9664273.429999998
201903.0,2.0,30.0,44.0,13486087.040000021,39433658.0499993,25947571.00999849
201905.0,1.0,70.0,93.0,18040153.010000113,97001172.07000378,78961019.05999744
201901.0,2.0,0.0,5.0,3286128.629999985,9914861.279999899,6628732.650000029
201911.0,1.0,20.0,76.0,4764193.149999987,15502835.239999283,10738642.090000078
201911.0,1.0,0.0,27.0,5815113.529999959,13902437.03999939,8087323.510000114
201909.0,1.0,80.0,84.0,12613343.050000003,69864022.76000321,57250679.709998235
201910.0,1.0,60.0,27.0,10249254.579999851,45113987.98999912,34864733.40999802
201906.0,1.0,70.0,44.0,15882209.410000067,68980048.08000392,53097838.669997595
201910.0,1.0,40.0,52.0,7836379.90999984,22762624.22999875,14926244.319999684
201904.0,1.0,70.0,5.0,3386559.919999994,23841211.529999383,20454651.609999742
201906.0,1.0,40.0,24.0,4208701.970000038,13086765.179999404,8878063.210000005
201904.0,1.0,20.0,53.0,2351997.7900000284,7124269.439999887,4772271.650000062
201909.0,1.0,70.0,24.0,6028298.789999878,30808150.68999659,24779851.899997927
201901.0,2.0,30.0,93.0,12306858.979999732,41097568.29999899,28790709.319998242
201906.0,1.0,20.0,28.0,2146849.7000000104,7142083.339999857,4995233.640000076
201909.0,2.0,0.0,93.0,14615670.800000241,33876236.18999737,19260565.389999773
201908.0,2.0,0.0,53.0,5400274.529999988,13679365.559999285,8279091.030000108
201906.0,2.0,70.0,5.0,4362067.179999971,25839785.989999317,21477718.809999697
201906.0,2.0,20.0,75.0,7129858.529999802,22076785.689997796,14946927.159999952
201901.0,1.0,70.0,53.0,7468368.669999889,40305321.23999965,32836952.56999824
201910.0,1.0,40.0,44.0,14193121.069999851,39848537.7199987,25655416.6499984
201910.0,1.0,40.0,53.0,6345915.249999884,19388889.169999097,13042973.919999888
201904.0,1.0,80.0,28.0,4896710.699999964,28963568.349998035,24066857.64999891
201911.0,2.0,70.0,93.0,23465569.159999996,101654967.46000694,78189398.29999626
201901.0,2.0,30.0,28.0,5620342.839999931,19099579.189999085,13479236.349999934
201906.0,1.0,80.0,93.0,12703725.089999976,81724887.21000278,69021162.11999889
201906.0,1.0,0.0,27.0,5514416.639999911,13439723.949999362,7925307.310000175
201910.0,1.0,40.0,5.0,3420719.829999999,12894908.559999833,9474188.729999958
201901.0,1.0,20.0,28.0,2251594.120000021,7728654.689999874,5477060.570000084
201911.0,2.0,40.0,32.0,15566358.640000012,46634743.609999344,31068384.969998617
201909.0,2.0,0.0,75.0,14902558.670000046,33165400.21999768,18262841.54999968
201909.0,2.0,40.0,44.0,15547684.539999975,42299416.77999899,26751732.239998475
201903.0,2.0,60.0,28.0,12490551.290000036,43610060.03999891,31119508.749997992
201911.0,1.0,70.0,76.0,17357513.270000365,91999255.6400064,74641742.369998
201911.0,1.0,80.0,28.0,5019343.969999979,27856786.75999814,22837442.789998893
201907.0,1.0,0.0,32.0,15548631.920000296,40934107.50999886,25385475.58999921
201902.0,1.0,0.0,28.0,6944122.579999863,21418914.249998838,14474791.669999946
201910.0,2.0,70.0,24.0,9826424.469999906,36084723.27999757,26258298.80999798
201903.0,2.0,70.0,11.0,36499342.189999625,119826184.02000672,83326841.82999468
201903.0,1.0,0.0,27.0,5963023.889999873,14331016.259999415,8367992.37000017
201908.0,1.0,60.0,93.0,12836404.199999966,77480029.04000294,64643624.83999748
201903.0,1.0,20.0,28.0,2256646.9000000097,7331517.589999868,5074870.690000076
201902.0,2.0,60.0,27.0,10529290.309999883,35067346.80999771,24538056.499998305
201908.0,2.0,80.0,5.0,3882359.609999982,31374379.88999925,27492020.279999778
201909.0,1.0,20.0,52.0,2830897.8600000404,8659280.099999804,5828382.240000082
201910.0,2.0,0.0,5.0,4232018.519999969,12212059.029999817,7980040.509999987
201906.0,1.0,30.0,75.0,6260924.509999907,20315593.149998985,14054668.639999973
201911.0,2.0,40.0,24.0,6207622.12999992,17946132.089999154,11738509.959999869
201906.0,2.0,40.0,76.0,14965771.589999925,45552343.809999384,30586572.219997965
201901.0,2.0,20.0,32.0,7859225.1699998,25939311.00999812,18080085.839999754
201910.0,2.0,0.0,24.0,6886120.309999833,16140476.859999038,9254356.55000018
201902.0,2.0,70.0,28.0,9179757.659999888,36797681.819998294,27617924.159998327
201909.0,1.0,30.0,53.0,3099898.23000003,10150224.039999742,7050325.810000038
201903.0,1.0,50.0,44.0,20073828.799999926,62622935.54000066,42549106.73999765
201910.0,1.0,40.0,76.0,13552552.549999977,42505210.33999952,28952657.789998326
201911.0,1.0,20.0,44.0,4754819.55,14195036.629999379,9440217.079999996
201901.0,2.0,30.0,32.0,11896997.529999906,40179418.13999872,28282420.60999866
201903.0,1.0,30.0,75.0,6744303.979999893,21318817.01999873,14574513.039999856
201910.0,1.0,80.0,44.0,12906896.990000064,58310515.77000122,45403618.77999865
201903.0,1.0,0.0,75.0,13785734.91000005,34536230.50999774,20750495.599999595
201911.0,2.0,40.0,28.0,7887431.509999888,22349202.349998567,14461770.839999879
201909.0,1.0,50.0,11.0,33876317.15999946,105085333.97000563,71209016.80999637
201912.0,2.0,30.0,84.0,20072425.879999895,59532357.76000033,39459931.87999715
201910.0,2.0,80.0,53.0,11921429.550000018,59625375.00000126,47703945.44999814
201908.0,2.0,50.0,53.0,7142840.939999922,24482629.199998558,17339788.2599996
201904.0,2.0,30.0,11.0,44239328.70999988,118140182.65000625,73900853.93999824
201906.0,2.0,60.0,5.0,5357232.079999985,26384856.639999002,21027624.559999827
201910.0,1.0,0.0,53.0,8622999.769999858,22304226.159998946,13681226.390000002
201907.0,2.0,80.0,76.0,24845257.330000266,134137890.39000526,109292633.05999725
201912.0,1.0,60.0,28.0,11053117.62999988,55556407.64999978,44503290.01999811
201912.0,1.0,60.0,5.0,4594265.949999986,32616356.059999008,28022090.109999835
201909.0,2.0,0.0,53.0,8416541.289999804,19161047.269998934,10744505.980000015
201906.0,2.0,30.0,28.0,5274227.159999944,17826782.199999068,12552555.039999891
201905.0,1.0,0.0,5.0,3203582.8099999684,12159815.759999957,8956232.950000029
201907.0,1.0,70.0,32.0,13349025.090000067,74596769.24000295,61247744.14999746
201907.0,1.0,30.0,24.0,2888378.1900000125,8688310.819999708,5799932.630000098
201906.0,2.0,0.0,75.0,13578993.85999995,31438652.809997786,17859658.949999794
201906.0,2.0,0.0,11.0,38437624.54999938,87384456.41000296,48946831.85999733
201911.0,2.0,70.0,75.0,22351765.729999967,86955170.15000424,64603404.41999639
201909.0,1.0,70.0,5.0,3177359.919999967,22843609.2199993,19666249.300000012
201901.0,1.0,70.0,27.0,7251727.8499998655,35896252.75999798,28644524.90999833
201911.0,2.0,80.0,52.0,10538097.500000041,44113429.649998985,33575332.14999801
201907.0,2.0,50.0,27.0,10775059.399999933,31110679.56999795,20335620.169998955
201909.0,1.0,40.0,53.0,5202204.01999999,16318949.75999925,11116745.739999864
201903.0,1.0,50.0,27.0,7685813.079999887,24790404.27999821,17104591.199999508
201906.0,2.0,80.0,27.0,8925862.709999828,39174877.889999114,30249015.179998033
201912.0,2.0,20.0,5.0,2010345.5999999954,8361546.269999985,6351200.6700000465
201911.0,2.0,20.0,76.0,7663714.63999973,25311463.399998132,17647748.759999838
201910.0,1.0,60.0,5.0,5170077.449999978,32661069.34999914,27490991.89999999
201902.0,1.0,80.0,84.0,12864417.96999994,66978871.49000205,54114453.51999857
201909.0,1.0,60.0,84.0,21251822.42999974,97940921.01000617,76689098.57999936
201903.0,1.0,50.0,52.0,9931997.310000068,31891341.419997856,21959344.109999083
201906.0,2.0,30.0,52.0,6465855.849999956,21972580.9699987,15506725.119999725
201904.0,2.0,40.0,93.0,16974071.720000125,52578748.370000295,35604676.64999812
201907.0,1.0,60.0,76.0,20160917.739999756,103889934.51000555,83729016.76999855
201906.0,1.0,0.0,5.0,3106192.359999979,11334110.269999824,8227917.910000041
201908.0,1.0,70.0,76.0,13123733.659999937,82395141.8800036,69271408.2199973
201912.0,1.0,70.0,84.0,25043338.689999823,108772021.7200058,83728683.02999884
201908.0,2.0,80.0,84.0,19113142.64000022,97733805.0100043,78620662.3699965
201902.0,2.0,80.0,44.0,18819919.490000196,77487910.89000237,58667991.39999831
201910.0,2.0,40.0,11.0,51712567.07999942,125419725.51000735,73707158.42999688
201912.0,1.0,80.0,44.0,12555069.880000006,55489532.04000073,42934462.15999804
201902.0,1.0,60.0,53.0,9040723.849999852,40568001.38999866,31527277.539998446
201911.0,1.0,20.0,24.0,1657354.6400000085,5321059.219999981,3663704.5800000443
201904.0,2.0,60.0,28.0,12396892.779999966,44643793.05999907,32246900.279997673
201909.0,2.0,50.0,32.0,18241342.85000001,62788512.830001555,44547169.9799976
201903.0,1.0,0.0,53.0,7993967.85999988,20578753.089999028,12584785.230000105
201903.0,2.0,40.0,75.0,16518039.010000223,45944180.149999015,29426141.139997985
201906.0,1.0,50.0,75.0,15399141.240000078,53724925.25000006,38325784.00999768
201904.0,2.0,20.0,84.0,14752100.939999815,42162971.02999777,27410870.089998003
201912.0,2.0,60.0,32.0,23290702.089999624,89069247.42000319,65778545.32999738
201905.0,1.0,20.0,53.0,2267488.060000025,6983815.809999849,4716327.750000072
201910.0,2.0,30.0,5.0,3842340.269999975,15034056.12999972,11191715.859999953
201906.0,2.0,60.0,53.0,11070784.909999942,38667029.79999812,27596244.889998186
201912.0,2.0,30.0,27.0,5184275.269999977,15488158.109999228,10303882.839999953
201910.0,1.0,0.0,93.0,15637761.840000167,45485157.0799986,29847395.23999887
201905.0,2.0,70.0,75.0,22738276.6500001,86601183.24000488,63862906.58999639
201907.0,1.0,40.0,5.0,3180958.9199999874,12990190.699999893,9809231.780000031
201910.0,2.0,30.0,24.0,4788264.430000011,15671942.749999324,10883678.319999961
201906.0,2.0,70.0,52.0,10959035.280000007,39183908.31999859,28224873.039997876
201910.0,1.0,50.0,76.0,18808581.899999745,68604803.78000055,49796221.87999756
201909.0,1.0,40.0,24.0,4260626.210000042,13029355.919999374,8768729.71000004
201902.0,2.0,20.0,93.0,8053853.61999964,25460492.309997633,17406638.689999755
201901.0,2.0,0.0,24.0,6503411.939999896,15692723.679999292,9189311.740000105
201912.0,2.0,50.0,93.0,24714153.769999735,78294151.11000302,53579997.33999691
201905.0,1.0,0.0,93.0,13410328.199999994,38801686.97999837,25391358.77999943
201911.0,2.0,0.0,5.0,3431581.4599999753,10313951.659999907,6882370.200000073
201901.0,1.0,30.0,32.0,7658120.229999921,25661526.709999193,18003406.47999983
201906.0,2.0,80.0,76.0,23192471.480000254,124568596.63000593,101376125.14999661
201912.0,1.0,80.0,5.0,2187904.5999999875,18982797.32999968,16794892.729999773
201905.0,1.0,60.0,93.0,18710653.96000006,101371828.99000438,82661175.0299989
201902.0,2.0,20.0,84.0,13893451.679999841,39371868.6199985,25478416.939998258
201912.0,2.0,0.0,53.0,9140252.1499999,21631573.91999875,12491321.769999906
201911.0,1.0,40.0,53.0,5358088.829999938,16674382.429999406,11316293.599999897
201902.0,1.0,70.0,5.0,3015083.949999972,21645736.92999931,18630652.97999983
201909.0,1.0,30.0,84.0,10186031.119999904,30396747.09999847,20210715.979999337
201910.0,1.0,20.0,27.0,2305917.220000012,6942112.779999839,4636195.560000066
201909.0,1.0,40.0,84.0,15863824.019999927,45247044.13999928,29383220.119998563
201905.0,2.0,40.0,53.0,7974311.579999842,23300300.09999896,15325988.519999735
201906.0,2.0,40.0,44.0,15690562.099999918,43077930.779999726,27387368.67999888
201906.0,2.0,20.0,52.0,4575388.060000002,14589001.559999298,10013613.500000073
201903.0,1.0,30.0,5.0,1645810.0099999967,7062361.100000012,5416551.0900000315
201907.0,2.0,70.0,84.0,29742506.049999855,105406918.75000556,75664412.69999637
201908.0,1.0,20.0,32.0,3824957.630000059,12649959.619999522,8825001.990000091
201902.0,2.0,30.0,24.0,4058673.9200000376,13180470.019999377,9121796.1
201903.0,2.0,20.0,24.0,3076681.2600000165,9449864.82999957,6373183.570000143
201908.0,1.0,50.0,53.0,5573042.05,22405587.139998756,16832545.089999583
201911.0,1.0,50.0,52.0,9026095.759999929,29927760.849998083,20901665.08999909
201910.0,2.0,80.0,32.0,19988834.78,100450548.41000217,80461713.62999761
201907.0,1.0,30.0,75.0,6901263.089999873,21949694.569998756,15048431.479999853
201907.0,2.0,40.0,44.0,18067173.719999902,48898332.869999476,30831159.149998263
201902.0,2.0,20.0,75.0,7578625.369999788,22840282.109998155,15261656.739999978
201902.0,2.0,80.0,75.0,20456681.199999977,104345446.75000343,83888765.54999842
201904.0,1.0,0.0,93.0,13968756.160000319,40974200.25999904,27005444.099998817
201907.0,2.0,70.0,5.0,4829028.1699999785,28290340.829998925,23461312.659999557
201909.0,1.0,30.0,5.0,1586079.9300000002,6594572.079999993,5008492.150000013
201906.0,1.0,80.0,27.0,4865485.05000001,25433596.21999809,20568111.16999912
201911.0,2.0,60.0,11.0,42585705.069998726,131016349.49000895,88430644.41999775
201905.0,2.0,50.0,44.0,23595544.649999816,68002701.0700017,44407156.41999721
201901.0,1.0,70.0,76.0,16607507.779999955,93163125.68000361,76555617.8999984
201912.0,2.0,30.0,76.0,12531403.989999913,42353872.799999125,29822468.809998166
201912.0,1.0,20.0,32.0,5425414.409999915,16963922.289999314,11538507.880000077
201905.0,2.0,30.0,28.0,5701162.029999984,19346610.989999093,13645448.959999878
201909.0,1.0,30.0,28.0,3306381.360000032,10700580.329999678,7394198.970000075
201908.0,1.0,60.0,53.0,6271330.329999904,35217835.80999803,28946505.479998197
201911.0,1.0,30.0,44.0,7548461.859999834,22332157.529998638,14783695.669999769
201909.0,1.0,30.0,75.0,6349238.769999907,20491651.56999887,14142412.799999878
201909.0,2.0,60.0,28.0,10164692.27999996,38528606.479997605,28363914.199998364
201910.0,1.0,30.0,24.0,2818223.070000024,8836943.86999984,6018720.800000057
201901.0,2.0,50.0,44.0,22189428.859999843,66302517.6000008,44113088.739998125
201904.0,1.0,40.0,28.0,5970920.579999958,18467149.279999096,12496228.699999887
201904.0,2.0,0.0,11.0,41331243.99999907,95633495.30000405,54302251.29999732
201905.0,1.0,40.0,32.0,11928699.689999944,38867384.36999887,26938684.679998927
201909.0,2.0,40.0,32.0,14975447.86999981,45353404.189999364,30377956.319998056
201912.0,2.0,80.0,28.0,10361527.289999936,48766527.13999994,38404999.84999824
201902.0,2.0,60.0,75.0,23840577.479999788,80972718.48000406,57132140.99999678
201910.0,2.0,70.0,76.0,25108691.519999564,104629990.8300065,79521299.30999528
201905.0,1.0,40.0,24.0,4612393.600000023,13982962.889999447,9370569.290000025
201905.0,2.0,80.0,76.0,23595280.500000194,128122605.44000559,104527324.93999653
201903.0,2.0,20.0,27.0,3407242.720000049,9899075.639999421,6491832.920000105
201905.0,1.0,50.0,53.0,7850735.539999885,27788085.8299985,19937350.289999325
201901.0,1.0,50.0,28.0,8673420.879999837,32032937.87999824,23359516.99999903
201904.0,1.0,80.0,53.0,5322657.709999991,31942583.609998215,26619925.899998847
201907.0,1.0,60.0,27.0,9545929.569999857,43631653.809998624,34085724.23999788
201912.0,1.0,30.0,11.0,26096438.34999977,64887834.060001075,38791395.70999703
201902.0,2.0,70.0,44.0,17702697.88000008,64626062.760004066,46923364.87999712
201905.0,2.0,40.0,44.0,17081234.119999975,46686601.47999912,29605367.359998375
201902.0,1.0,80.0,52.0,5402509.349999965,27615217.219998345,22212707.869999256
201904.0,1.0,50.0,93.0,17448725.919999972,67010152.71000029,49561426.78999816
201903.0,1.0,20.0,53.0,2324810.060000015,6906155.899999878,4581345.840000065
201903.0,2.0,20.0,52.0,4938905.049999969,15040999.149999449,10102094.100000042
201906.0,2.0,80.0,84.0,25494187.640000004,112400879.41000468,86906691.76999709
201908.0,2.0,20.0,24.0,2375058.3300000257,7708107.979999719,5333049.650000091
201905.0,2.0,0.0,76.0,14349876.44000007,35772772.08999807,21422895.649999365
201911.0,1.0,60.0,93.0,18159208.019999973,91593509.28000464,73434301.25999857
201908.0,1.0,20.0,76.0,4544790.639999999,14691014.669999268,10146224.030000092
201904.0,1.0,70.0,44.0,16794306.340000063,74801753.05000237,58007446.70999708
201903.0,2.0,20.0,75.0,7794071.1099997265,23112469.1599982,15318398.049999857
201904.0,1.0,40.0,84.0,18150633.170000065,51212630.9500001,33061997.779998127
201901.0,2.0,50.0,27.0,9236825.199999873,28795831.289998163,19559006.089999445
201901.0,1.0,20.0,53.0,2343276.100000023,7303998.649999803,4960722.550000062
201909.0,1.0,0.0,28.0,7733187.569999864,19966056.46999911,12232868.900000047
201905.0,1.0,40.0,5.0,2946749.0299999984,11666425.859999908,8719676.830000015
201902.0,2.0,0.0,84.0,22881115.719999872,56552005.84999993,33670890.129998446
201912.0,1.0,20.0,93.0,5335536.45999998,18139521.729999296,12803985.27000007
201904.0,2.0,20.0,27.0,3734217.8100000303,11188421.169999424,7454203.360000096
201905.0,1.0,80.0,93.0,13302825.280000001,86699123.98000291,73396298.6999981
201911.0,1.0,20.0,53.0,2159774.670000007,6927099.169999879,4767324.500000042
201908.0,1.0,40.0,28.0,4077827.6100000255,14000511.85999943,9922684.249999925
201907.0,1.0,0.0,84.0,24032896.06,65356451.900000095,41323555.83999751
201912.0,1.0,70.0,93.0,19366322.910000112,101437004.45000345,82070681.53999768
201904.0,1.0,40.0,44.0,12564046.819999877,36805021.06999851,24240974.24999877
201902.0,2.0,80.0,27.0,8208707.829999842,37834793.25999838,29626085.42999789
201905.0,2.0,80.0,44.0,23508922.48000001,88176639.93000342,64667717.44999776
201906.0,1.0,40.0,44.0,11689508.74000001,34303522.06999806,22614013.329998787
201905.0,2.0,20.0,53.0,3740381.5100000435,12102290.5099994,8361909.000000146
201906.0,1.0,30.0,93.0,6991332.849999896,24069142.32999864,17077809.479999807
201902.0,1.0,40.0,53.0,5490175.289999967,16587834.859999372,11097659.569999872
201902.0,1.0,80.0,27.0,4571107.309999991,24652809.9999985,20081702.6899991
201911.0,2.0,0.0,11.0,40525784.839998886,89087934.910004,48562150.06999687
201901.0,2.0,60.0,32.0,20456963.999999493,83268571.10000394,62811607.09999851
201904.0,1.0,0.0,11.0,40087744.65999904,108646671.88000476,68558927.21999526
201907.0,1.0,30.0,11.0,26257793.530000176,65279105.78000018,39021312.24999682
201911.0,2.0,40.0,52.0,8862350.149999926,24626855.15999866,15764505.009999905
201903.0,2.0,20.0,84.0,14489615.709999759,40776211.0599983,26286595.34999815
201903.0,2.0,60.0,75.0,25101382.2399999,84225269.31000394,59123887.06999761
201904.0,1.0,80.0,52.0,6005718.4799998775,30708969.829998225,24703251.349998686
201903.0,2.0,80.0,24.0,8046922.869999791,34453769.10999736,26406846.239998225
201901.0,1.0,0.0,28.0,7605868.399999831,23150216.74999879,15544348.349999953
201903.0,2.0,0.0,32.0,17207445.14000016,39725622.439998895,22518177.29999931
201908.0,1.0,30.0,27.0,2096602.4500000114,7003468.75999985,4906866.310000054
201903.0,2.0,50.0,75.0,21854590.119999766,65860240.66000059,44005650.53999725
201904.0,2.0,30.0,76.0,12378550.48999977,42508040.86999883,30129490.37999846
201902.0,1.0,20.0,27.0,2064084.1100000206,5909839.259999984,3845755.1500000306
201908.0,2.0,50.0,84.0,20115789.619999897,62725741.35000118,42609951.72999722
201901.0,1.0,20.0,5.0,951168.1200000054,4052935.0500000245,3101766.9299999876
201903.0,1.0,30.0,27.0,3068263.8900000383,8998844.279999752,5930580.390000071
201901.0,1.0,40.0,32.0,12068869.789999992,39906065.45999898,27837195.66999842
201903.0,1.0,60.0,53.0,9712204.809999872,42801313.76999933,33089108.95999838
201908.0,1.0,50.0,28.0,6137900.90999995,24353363.719998535,18215462.80999938
201905.0,1.0,20.0,24.0,1767391.8300000108,5589151.609999952,3821759.7800000506
201905.0,1.0,70.0,5.0,3395009.0499999863,23375253.47999921,19980244.429999597
201903.0,2.0,80.0,27.0,8419599.879999803,37954798.079998285,29535198.19999815
201901.0,2.0,20.0,44.0,9142760.539999783,27318279.37999793,18175518.839999598
201907.0,1.0,0.0,24.0,5873834.309999911,15408158.289999124,9534323.980000108
201912.0,2.0,50.0,76.0,24002037.919999424,73721456.73000188,49719418.809996635
201904.0,2.0,40.0,53.0,8263633.269999851,24000948.909998808,15737315.639999738
201912.0,2.0,60.0,24.0,10490455.489999833,34742975.23999793,24252519.749998566
201906.0,1.0,30.0,5.0,1502822.680000002,6410471.550000001,4907648.870000008
201905.0,1.0,80.0,27.0,5073889.569999967,27008386.669998165,21934497.09999923
201903.0,1.0,40.0,11.0,31679694.92999955,81268294.27000313,49588599.33999742
201903.0,2.0,70.0,75.0,22227986.350000124,84398405.63000482,62170419.279997185
201912.0,1.0,80.0,93.0,13701699.629999882,88488190.2400045,74786490.60999879
201902.0,1.0,50.0,75.0,16106411.81000004,55293258.72000028,39186846.90999842
201902.0,1.0,0.0,32.0,13984859.590000005,36072088.4599984,22087228.869999517
201910.0,1.0,0.0,11.0,43312853.089998454,117478542.26000516,74165689.16999523
201901.0,1.0,40.0,76.0,11561575.329999907,38574376.26999834,27012800.939998474
201906.0,1.0,80.0,53.0,5229693.289999946,30735936.46999821,25506243.179998662
201903.0,2.0,70.0,27.0,9106444.049999798,34204311.189997144,25097867.139998045
201908.0,2.0,30.0,84.0,12509886.069999881,42107040.55999898,29597154.489997834
201901.0,1.0,30.0,5.0,1513740.2800000045,6555987.060000008,5042246.780000025
201909.0,1.0,40.0,76.0,10755821.269999882,35353439.58999826,24597618.31999856
201908.0,1.0,40.0,52.0,4950077.6499999985,15548837.989999218,10598760.339999994
201901.0,1.0,30.0,24.0,2551538.1200000118,8367875.569999801,5816337.450000074
201909.0,1.0,30.0,76.0,6561911.329999875,22104179.229998812,15542267.899999864
201908.0,2.0,70.0,52.0,7819726.129999778,31615136.169997215,23795410.039998244
201903.0,2.0,50.0,24.0,9115329.149999814,27002674.81999817,17887345.669999592
201901.0,2.0,70.0,93.0,22409400.870000042,100637040.10000642,78227639.22999664
201908.0,1.0,60.0,52.0,7221885.599999878,37383163.57999808,30161277.979998022
201905.0,1.0,80.0,76.0,12876723.459999941,81722939.81000327,68846216.34999901
201907.0,2.0,20.0,32.0,8184231.98999973,26697365.24999796,18513133.259999532
201908.0,1.0,20.0,75.0,3992885.530000054,12467277.129999459,8474391.600000165
201910.0,2.0,50.0,84.0,34298490.73999926,95722493.08000481,61424002.33999644
201902.0,2.0,60.0,28.0,10856832.83000002,39516685.799998276,28659852.96999805
201909.0,1.0,70.0,28.0,6931663.139999855,37641389.17999794,30709726.039998174
201901.0,2.0,0.0,53.0,8475126.219999867,20468307.33999907,11993181.120000092
201904.0,2.0,0.0,24.0,6274587.719999855,14885010.159999207,8610422.440000106
201910.0,1.0,20.0,84.0,8541478.819999745,24734820.689998697,16193341.870000001
201911.0,1.0,60.0,27.0,8516870.05999986,39978551.10999852,31461681.04999799
201904.0,2.0,60.0,93.0,24427978.78999982,93543481.75000474,69115502.95999698
201907.0,1.0,20.0,5.0,1146626.0600000052,4849512.950000015,3702886.8899999917
201901.0,1.0,70.0,75.0,17341935.25000016,87504518.26000398,70162583.00999765
201908.0,2.0,50.0,76.0,15992226.820000084,57054862.02000004,41062635.19999704
201906.0,1.0,40.0,84.0,16301931.14000006,45997308.31999926,29695377.179998472
201907.0,2.0,70.0,52.0,11737793.549999995,41939941.68000007,30202148.12999736
201909.0,1.0,40.0,28.0,5327400.319999961,16774773.419999216,11447373.099999921
201912.0,1.0,50.0,75.0,18847604.41000006,60848759.4500007,42001155.03999759
201903.0,2.0,60.0,93.0,24665440.820000045,88617456.24000424,63952015.41999704
201901.0,2.0,20.0,27.0,3409733.0100000557,10385607.79999957,6975874.790000088
201910.0,1.0,70.0,5.0,3808457.5399999805,26489370.969999045,22680913.42999991
201905.0,1.0,60.0,11.0,32522306.069999833,142815380.26001137,110293074.18999994
201908.0,1.0,30.0,76.0,5780505.059999936,20282468.559998903,14501963.499999976
201912.0,2.0,50.0,84.0,34762549.05999938,92723343.52000564,57960794.45999705
201910.0,2.0,0.0,27.0,7243426.909999874,16721450.619999038,9478023.710000068
201909.0,2.0,30.0,11.0,37202518.259998985,102071202.98000488,64868684.71999666
201902.0,1.0,30.0,93.0,7065370.529999827,23484467.389998697,16419096.859999672
201907.0,2.0,0.0,75.0,14593307.500000212,34170678.75999753,19577371.259999588
201901.0,2.0,40.0,11.0,45815736.6099992,113619053.10000592,67803316.48999786
201902.0,1.0,0.0,93.0,12800177.570000026,38340843.40999874,25540665.839999214
201910.0,1.0,80.0,11.0,19614727.570000187,97618626.48000577,78003898.90999745
201906.0,1.0,40.0,53.0,5501475.619999957,17378153.78999933,11876678.169999875
201906.0,2.0,30.0,27.0,4496298.150000003,14086946.219999323,9590648.069999995
201907.0,1.0,60.0,53.0,10261805.879999824,46360763.97999937,36098958.09999801
201905.0,2.0,60.0,27.0,10858814.43999992,36940774.819997646,26081960.379998542
201902.0,2.0,60.0,24.0,8895586.19999986,30432991.189997856,21537404.98999905
201907.0,2.0,30.0,32.0,12713540.909999944,41934406.11999967,29220865.209998354
201911.0,1.0,0.0,32.0,15230110.350000061,39221365.87999887,23991255.52999959
